datetime,Price,kWh,Temperature,Bill
2022-06-26,10.96,0.181,23.5,2.0
2022-06-26,12.4,0.15,22.7,1.9
2022-06-26,13.62,0.169,22.1,2.3
2022-06-26,14.52,0.18,23.1,2.6
2022-06-26,18.46,0.158,22.8,2.9
2022-06-26,19.84,0.165,23.2,3.3
2022-06-26,19.05,0.175,23.4,3.3
2022-06-26,19.58,0.163,22.0,3.2
2022-06-26,18.8,0.404,21.2,7.6
2022-06-26,18.65,3.468,18.8,64.7
2022-06-26,18.51,3.561,17.4,65.9
2022-06-27,13.78,2.322,15.6,32.0
2022-06-27,13.64,0.287,14.9,3.9
2022-06-27,10.97,0.287,13.5,3.1
2022-06-27,6.32,0.325,13.1,2.1
2022-06-27,6.3,0.342,12.7,2.2
2022-06-27,6.14,0.308,12.9,1.9
2022-06-27,13.65,0.27,15.6,3.7
2022-06-27,27.46,0.273,18.2,7.5
2022-06-27,44.38,0.426,19.5,18.9
2022-06-27,46.01,0.658,21.0,30.3
2022-06-27,43.2,0.534,22.3,23.1
2022-06-27,41.23,0.403,23.9,16.6
2022-06-27,36.39,0.556,24.9,20.2
2022-06-27,33.23,0.82,26.9,27.2
2022-06-27,31.11,0.447,23.5,13.9
2022-06-27,29.18,0.375,24.0,10.9
2022-06-27,29.93,0.351,23.9,10.5
2022-06-27,29.21,0.419,24.3,12.2
2022-06-27,29.02,0.441,24.0,12.8
2022-06-27,29.82,0.346,23.3,10.3
2022-06-27,26.04,1.018,23.9,26.5
2022-06-27,22.98,0.782,23.2,18.0
2022-06-27,20.71,2.928,23.8,60.6
2022-06-27,16.89,4.573,25.4,77.2
2022-06-28,5.02,4.157,24.0,20.9
2022-06-28,3.47,1.444,22.4,5.0
2022-06-28,3.21,0.324,21.2,1.0
2022-06-28,2.67,0.321,19.8,0.9
2022-06-28,2.01,0.317,18.9,0.6
2022-06-28,2.66,0.161,18.4,0.4
2022-06-28,12.6,0.261,18.2,3.3
2022-06-28,18.37,0.217,18.5,4.0
2022-06-28,24.8,0.169,18.9,4.2
2022-06-28,29.91,1.02,20.6,30.5
2022-06-28,28.51,0.339,21.3,9.7
2022-06-28,29.05,0.279,21.6,8.1
2022-06-28,28.83,0.247,22.4,7.1
2022-06-28,28.52,0.278,23.4,7.9
2022-06-28,25.81,0.355,24.2,9.2
2022-06-28,24.8,0.479,25.0,11.9
2022-06-28,26.64,0.474,25.8,12.6
2022-06-28,25.43,0.481,26.0,12.2
2022-06-28,26.4,0.398,25.8,10.5
2022-06-28,27.99,0.377,26.0,10.6
2022-06-28,27.32,0.438,25.4,12.0
2022-06-28,21.94,0.525,24.9,11.5
2022-06-28,18.87,2.723,24.2,51.4
2022-06-28,18.38,3.502,22.7,64.4
2022-06-29,3.55,3.435,21.6,12.2
2022-06-29,3.4,1.101,20.4,3.7
2022-06-29,3.45,0.144,19.5,0.5
2022-06-29,3.46,0.143,18.8,0.5
2022-06-29,3.48,0.164,18.1,0.6
2022-06-29,3.59,0.159,18.3,0.6
2022-06-29,16.86,0.149,18.3,2.5
2022-06-29,21.58,0.229,19.2,4.9
2022-06-29,43.51,0.179,20.3,7.8
2022-06-29,47.98,1.033,21.1,49.6
2022-06-29,45.31,0.45,21.9,20.4
2022-06-29,40.88,0.524,23.3,21.4
2022-06-29,39.8,0.558,23.7,22.2
2022-06-29,37.68,1.151,24.0,43.4
2022-06-29,36.13,0.505,25.3,18.2
2022-06-29,36.52,0.375,24.9,13.7
2022-06-29,37.31,0.396,25.5,14.8
2022-06-29,38.3,0.365,26.9,14.0
2022-06-29,42.29,0.962,26.1,40.7
2022-06-29,45.74,0.589,27.0,26.9
2022-06-29,48.47,1.014,26.9,49.1
2022-06-29,48.36,1.673,25.9,80.9
2022-06-29,42.34,2.325,24.2,98.4
2022-06-29,24.11,4.156,24.0,100.2
2022-06-30,18.35,4.065,23.3,74.6
2022-06-30,18.77,3.488,22.4,65.5
2022-06-30,9.79,1.881,20.9,18.4
2022-06-30,4.64,0.148,13.8,0.7
2022-06-30,4.14,0.17,13.2,0.7
2022-06-30,4.53,0.173,14.1,0.8
2022-06-30,18.72,0.144,17.6,2.7
2022-06-30,31.0,0.155,20.1,4.8
2022-06-30,45.87,0.561,22.7,25.7
2022-06-30,47.07,0.407,24.7,19.2
2022-06-30,42.38,0.347,26.8,14.7
2022-06-30,37.08,0.354,27.9,13.1
2022-06-30,33.98,0.897,29.1,30.5
2022-06-30,34.26,1.255,29.4,43.0
2022-06-30,33.35,0.987,29.5,32.9
2022-06-30,34.48,0.485,30.1,16.7
2022-06-30,35.44,0.427,30.8,15.1
2022-06-30,40.19,0.788,30.1,31.7
2022-06-30,46.18,0.649,29.1,30.0
2022-06-30,50.77,0.619,28.9,31.4
2022-06-30,59.4,0.586,28.1,34.8
2022-06-30,55.8,0.554,26.6,30.9
2022-06-30,48.88,2.567,21.6,125.5
2022-06-30,29.23,3.844,18.8,112.4
2022-07-01,19.65,3.446,17.0,67.7
2022-07-01,16.69,1.902,15.7,31.7
2022-07-01,6.04,0.289,15.0,1.7
2022-07-01,3.47,0.312,14.1,1.1
2022-07-01,3.38,0.304,14.3,1.0
2022-07-01,3.44,0.284,14.2,1.0
2022-07-01,19.84,0.291,16.6,5.8
2022-07-01,22.31,0.129,20.5,2.9
2022-07-01,34.1,0.216,24.1,7.4
2022-07-01,47.76,0.165,26.9,7.9
2022-07-01,46.87,0.786,28.2,36.8
2022-07-01,41.89,0.442,29.3,18.5
2022-07-01,42.04,0.689,30.2,29.0
2022-07-01,37.49,1.14,30.7,42.7
2022-07-01,33.59,0.91,31.8,30.6
2022-07-01,32.5,0.392,31.2,12.7
2022-07-01,29.6,0.109,31.9,3.2
2022-07-01,27.37,0.124,29.2,3.4
2022-07-01,30.07,0.114,28.0,3.4
2022-07-01,28.6,0.102,27.8,2.9
2022-07-01,24.8,0.094,27.2,2.3
2022-07-01,22.12,0.099,26.7,2.2
2022-07-01,21.08,0.114,21.5,2.4
2022-07-01,19.69,0.111,18.4,2.2
2022-07-02,7.16,0.096,16.2,0.7
2022-07-02,2.42,0.095,16.0,0.2
2022-07-02,1.87,0.105,15.2,0.2
2022-07-02,0.86,0.111,16.2,0.1
2022-07-02,0.61,0.101,17.5,0.1
2022-07-02,0.41,0.088,17.5,0.0
2022-07-02,0.58,0.091,18.5,0.1
2022-07-02,0.48,0.105,20.0,0.1
2022-07-02,1.91,0.109,20.7,0.2
2022-07-02,12.51,0.095,21.6,1.2
2022-07-02,14.98,0.09,23.2,1.3
2022-07-02,15.44,0.096,25.2,1.5
2022-07-02,12.51,0.108,25.8,1.4
2022-07-02,8.1,0.11,27.4,0.9
2022-07-02,12.5,0.098,28.8,1.2
2022-07-02,7.78,0.087,30.3,0.7
2022-07-02,12.31,0.086,29.9,1.1
2022-07-02,12.79,0.105,29.7,1.3
2022-07-02,6.45,0.105,25.9,0.7
2022-07-02,13.31,0.092,25.2,1.2
2022-07-02,13.19,0.094,26.2,1.2
2022-07-02,4.96,0.101,25.4,0.5
2022-07-02,9.81,0.115,24.1,1.1
2022-07-02,1.05,0.106,23.2,0.1
2022-07-03,0.32,0.095,21.4,0.0
2022-07-03,0.18,0.106,19.4,0.0
2022-07-03,0.14,0.114,18.9,0.0
2022-07-03,0.12,0.104,18.7,0.0
2022-07-03,0.12,0.096,18.6,0.0
2022-07-03,0.12,0.095,19.0,0.0
2022-07-03,0.16,0.095,19.3,0.0
2022-07-03,0.17,0.106,19.2,0.0
2022-07-03,0.62,0.109,19.8,0.1
2022-07-03,4.97,0.098,19.2,0.5
2022-07-03,5.55,0.091,20.9,0.5
2022-07-03,5.38,0.092,21.8,0.5
2022-07-03,5.76,0.1,23.4,0.6
2022-07-03,2.53,0.102,24.4,0.3
2022-07-03,0.64,0.09,24.4,0.1
2022-07-03,5.25,0.091,24.8,0.5
2022-07-03,9.91,0.094,24.7,0.9
2022-07-03,13.33,0.112,23.9,1.5
2022-07-03,15.81,0.111,23.1,1.8
2022-07-03,17.79,0.091,22.1,1.6
2022-07-03,18.07,0.093,21.9,1.7
2022-07-03,13.76,0.11,20.4,1.5
2022-07-03,17.0,0.112,18.9,1.9
2022-07-03,12.73,0.097,18.4,1.2
2022-07-04,6.19,0.085,15.3,0.5
2022-07-04,0.44,0.088,15.3,0.0
2022-07-04,0.23,0.111,14.0,0.0
2022-07-04,0.32,0.11,12.9,0.0
2022-07-04,0.6,0.103,11.5,0.1
2022-07-04,4.52,0.093,12.2,0.4
2022-07-04,21.49,0.094,14.7,2.0
2022-07-04,25.89,0.107,17.1,2.8
2022-07-04,36.08,0.108,18.4,3.9
2022-07-04,47.76,0.095,19.5,4.5
2022-07-04,45.38,0.087,20.6,3.9
2022-07-04,41.12,0.084,20.5,3.5
2022-07-04,56.07,0.102,20.2,5.7
2022-07-04,60.03,0.103,20.4,6.2
2022-07-04,38.61,0.099,20.9,3.8
2022-07-04,35.03,0.092,21.1,3.2
2022-07-04,30.29,0.091,20.8,2.8
2022-07-04,28.52,0.109,20.7,3.1
2022-07-04,27.35,0.109,21.2,3.0
2022-07-04,29.16,0.096,21.2,2.8
2022-07-04,27.69,0.093,21.8,2.6
2022-07-04,21.45,0.092,22.5,2.0
2022-07-04,26.2,0.106,21.7,2.8
2022-07-04,24.77,0.106,20.8,2.6
2022-07-05,16.83,0.087,20.2,1.5
2022-07-05,18.6,0.094,19.8,1.7
2022-07-05,14.03,0.1,19.6,1.4
2022-07-05,9.71,0.111,19.2,1.1
2022-07-05,6.44,0.109,19.2,0.7
2022-07-05,12.37,0.092,18.4,1.1
2022-07-05,20.98,0.095,17.8,2.0
2022-07-05,21.54,0.1,17.9,2.2
2022-07-05,21.29,0.102,18.5,2.2
2022-07-05,22.22,0.096,19.7,2.1
2022-07-05,20.03,0.084,18.8,1.7
2022-07-05,20.34,0.092,19.3,1.9
2022-07-05,20.27,0.095,20.6,1.9
2022-07-05,18.6,0.11,17.3,2.0
2022-07-05,16.13,0.107,17.9,1.7
2022-07-05,11.41,0.092,17.3,1.0
2022-07-05,12.38,0.092,17.6,1.1
2022-07-05,12.6,0.096,18.7,1.2
2022-07-05,10.92,0.104,19.3,1.1
2022-07-05,19.72,0.097,18.6,1.9
2022-07-05,20.34,0.089,18.7,1.8
2022-07-05,18.6,0.091,18.5,1.7
2022-07-05,15.63,0.093,17.7,1.5
2022-07-05,0.52,0.109,17.0,0.1
2022-07-06,0.13,0.11,16.8,0.0
2022-07-06,0.16,0.097,16.8,0.0
2022-07-06,0.12,0.091,15.9,0.0
2022-07-06,0.11,0.091,15.4,0.0
2022-07-06,0.13,0.101,14.8,0.0
2022-07-06,0.18,0.099,15.0,0.0
2022-07-06,8.42,0.101,15.4,0.9
2022-07-06,20.81,0.087,15.5,1.8
2022-07-06,21.71,0.088,15.7,1.9
2022-07-06,21.22,0.099,15.8,2.1
2022-07-06,21.22,0.105,16.3,2.2
2022-07-06,21.45,0.095,16.5,2.0
2022-07-06,24.8,0.082,16.8,2.0
2022-07-06,26.15,0.088,17.4,2.3
2022-07-06,23.2,0.093,18.0,2.2
2022-07-06,24.55,0.102,17.6,2.5
2022-07-06,24.8,0.106,17.7,2.6
2022-07-06,27.39,0.104,17.3,2.8
2022-07-06,24.8,0.096,17.3,2.4
2022-07-06,24.51,0.089,17.4,2.2
2022-07-06,24.43,0.083,17.7,2.0
2022-07-06,21.5,0.096,17.6,2.1
2022-07-06,21.2,0.103,17.8,2.2
2022-07-06,21.99,0.105,16.9,2.3
2022-07-07,18.6,0.091,16.1,1.7
2022-07-07,18.6,0.093,15.6,1.7
2022-07-07,12.34,0.099,15.1,1.2
2022-07-07,0.52,0.106,10.0,0.1
2022-07-07,6.61,0.096,9.4,0.6
2022-07-07,13.12,0.087,10.3,1.1
2022-07-07,23.57,0.093,11.1,2.2
2022-07-07,26.01,0.087,14.3,2.3
2022-07-07,28.73,0.099,15.8,2.8
2022-07-07,37.21,0.104,17.7,3.9
2022-07-07,36.6,0.096,18.2,3.5
2022-07-07,31.0,0.079,17.5,2.4
2022-07-07,27.28,0.082,20.2,2.2
2022-07-07,25.05,0.091,19.6,2.3
2022-07-07,23.62,0.101,17.6,2.4
2022-07-07,24.46,0.102,16.8,2.5
2022-07-07,27.04,0.099,15.3,2.7
2022-07-07,29.34,0.086,14.2,2.5
2022-07-07,32.52,0.079,13.7,2.6
2022-07-07,32.55,0.082,14.3,2.7
2022-07-07,23.87,0.101,13.7,2.4
2022-07-07,20.66,0.102,13.7,2.1
2022-07-07,20.53,0.1,14.2,2.1
2022-07-07,19.97,0.088,13.3,1.8
2022-07-08,17.36,0.092,12.6,1.6
2022-07-08,0.06,0.088,12.0,0.0
2022-07-08,0.05,0.091,12.0,0.0
2022-07-08,0.05,0.099,13.3,0.0
2022-07-08,0.09,0.104,12.9,0.0
2022-07-08,0.14,0.095,13.7,0.0
2022-07-08,18.6,0.089,14.9,1.7
2022-07-08,22.32,0.084,15.3,1.9
2022-07-08,20.7,0.089,15.6,1.8
2022-07-08,21.05,0.088,16.2,1.9
2022-07-08,21.06,0.098,15.1,2.1
2022-07-08,21.09,0.095,16.9,2.0
2022-07-08,21.03,0.087,16.5,1.8
2022-07-08,20.98,0.088,16.6,1.8
2022-07-08,20.28,0.088,17.6,1.8
2022-07-08,19.61,0.082,18.0,1.6
2022-07-08,18.75,0.097,17.8,1.8
2022-07-08,20.6,0.102,17.3,2.1
2022-07-08,20.94,0.1,17.9,2.1
2022-07-08,24.8,0.09,17.6,2.2
2022-07-08,27.66,0.088,17.5,2.4
2022-07-08,23.47,0.09,16.9,2.1
2022-07-08,24.46,0.085,15.4,2.1
2022-07-08,23.3,0.095,14.0,2.2
2022-07-09,17.89,0.101,13.1,1.8
2022-07-09,16.51,0.101,11.2,1.7
2022-07-09,14.79,0.092,11.9,1.4
2022-07-09,14.08,0.088,12.3,1.2
2022-07-09,13.53,0.085,11.0,1.2
2022-07-09,15.87,0.089,11.1,1.4
2022-07-09,17.47,0.095,12.0,1.7
2022-07-09,21.63,0.098,13.1,2.1
2022-07-09,24.11,0.093,15.3,2.2
2022-07-09,23.52,0.087,16.9,2.0
2022-07-09,18.41,0.082,18.6,1.5
2022-07-09,18.6,0.082,19.1,1.5
2022-07-09,17.95,0.085,20.2,1.5
2022-07-09,18.02,0.097,18.8,1.7
2022-07-09,18.18,0.098,18.1,1.8
2022-07-09,18.6,0.099,19.4,1.8
2022-07-09,22.51,0.088,19.7,2.0
2022-07-09,22.58,0.084,19.3,1.9
2022-07-09,20.25,0.084,19.0,1.7
2022-07-09,19.94,0.084,18.8,1.7
2022-07-09,20.85,0.096,19.4,2.0
2022-07-09,19.37,0.097,18.0,1.9
2022-07-09,22.12,0.099,14.9,2.2
2022-07-09,21.65,0.091,15.0,2.0
2022-07-10,15.81,0.09,14.4,1.4
2022-07-10,10.51,0.084,13.9,0.9
2022-07-10,8.76,0.084,13.7,0.7
2022-07-10,11.71,0.099,13.7,1.2
2022-07-10,0.43,0.099,14.3,0.0
2022-07-10,4.85,0.1,14.1,0.5
2022-07-10,4.52,0.088,14.2,0.4
2022-07-10,5.08,0.088,14.3,0.4
2022-07-10,11.64,0.073,14.9,0.8
2022-07-10,16.52,0.089,15.9,1.5
2022-07-10,16.5,0.097,17.5,1.6
2022-07-10,17.54,0.096,18.3,1.7
2022-07-10,18.04,0.096,20.5,1.7
2022-07-10,18.05,0.087,19.4,1.6
2022-07-10,17.3,0.083,19.5,1.4
2022-07-10,18.99,0.072,18.3,1.4
2022-07-10,22.17,0.091,16.7,2.0
2022-07-10,32.24,0.096,17.6,3.1
2022-07-10,36.13,0.098,18.6,3.5
2022-07-10,29.05,0.097,18.4,2.8
2022-07-10,36.14,0.093,18.2,3.4
2022-07-10,39.82,0.074,17.3,2.9
2022-07-10,42.46,0.081,16.3,3.4
2022-07-10,36.76,0.09,14.5,3.3
2022-07-11,35.8,0.099,12.5,3.5
2022-07-11,38.19,0.099,11.6,3.8
2022-07-11,34.48,0.099,10.1,3.4
2022-07-11,30.52,0.086,10.1,2.6
2022-07-11,29.03,0.087,9.9,2.5
2022-07-11,31.41,0.091,10.5,2.9
2022-07-11,36.95,0.088,12.7,3.3
2022-07-11,49.1,0.09,17.0,4.4
2022-07-11,55.54,0.085,17.0,4.7
2022-07-11,68.2,0.089,17.0,6.1
2022-07-11,61.15,0.096,17.2,5.9
2022-07-11,68.19,0.087,17.2,5.9
2022-07-11,52.97,0.087,17.7,4.6
2022-07-11,47.38,0.087,18.1,4.1
2022-07-11,61.31,0.076,17.8,4.7
2022-07-11,61.75,0.091,17.9,5.6
2022-07-11,68.19,0.097,17.6,6.6
2022-07-11,68.2,0.095,17.9,6.5
2022-07-11,46.97,0.096,17.8,4.5
2022-07-11,49.8,0.096,17.8,4.8
2022-07-11,56.8,0.084,17.7,4.8
2022-07-11,58.27,0.073,17.8,4.3
2022-07-11,56.06,0.085,17.7,4.8
2022-07-11,55.81,0.094,17.7,5.2
2022-07-12,50.73,0.101,17.7,5.1
2022-07-12,22.32,0.1,17.5,2.2
2022-07-12,22.32,0.093,17.4,2.1
2022-07-12,19.85,0.086,17.4,1.7
2022-07-12,18.99,0.09,17.2,1.7
2022-07-12,19.4,0.087,17.1,1.7
2022-07-12,36.32,0.087,16.8,3.2
2022-07-12,52.04,0.092,17.2,4.8
2022-07-12,56.25,0.081,17.1,4.6
2022-07-12,55.66,0.095,18.5,5.3
2022-07-12,48.16,0.096,18.3,4.6
2022-07-12,55.24,0.09,18.7,5.0
2022-07-12,55.25,0.089,19.3,4.9
2022-07-12,48.21,0.086,20.4,4.1
2022-07-12,45.1,0.078,21.0,3.5
2022-07-12,40.92,0.082,21.3,3.4
2022-07-12,38.46,0.098,20.9,3.8
2022-07-12,39.26,0.097,20.8,3.8
2022-07-12,47.1,0.097,21.0,4.6
2022-07-12,52.43,0.097,20.7,5.1
2022-07-12,59.5,0.086,20.8,5.1
2022-07-12,54.9,0.077,21.6,4.2
2022-07-12,51.19,0.09,21.9,4.6
2022-07-12,57.56,0.09,20.7,5.2
2022-07-13,32.33,0.108,20.6,3.5
2022-07-13,28.3,0.117,20.0,3.3
2022-07-13,26.33,0.102,20.3,2.7
2022-07-13,25.54,0.105,20.1,2.7
2022-07-13,26.12,0.092,19.5,2.4
2022-07-13,31.66,0.09,19.3,2.8
2022-07-13,41.2,0.086,17.8,3.5
2022-07-13,51.08,0.094,17.8,4.8
2022-07-13,56.56,0.083,18.4,4.7
2022-07-13,54.38,0.095,18.7,5.2
2022-07-13,49.5,0.098,19.3,4.9
2022-07-13,51.97,0.087,19.1,4.5
2022-07-13,60.1,0.086,19.4,5.2
2022-07-13,68.19,0.083,20.4,5.7
2022-07-13,50.79,0.082,20.2,4.2
2022-07-13,52.81,0.094,20.6,5.0
2022-07-13,55.8,0.097,19.9,5.4
2022-07-13,46.96,0.098,18.6,4.6
2022-07-13,46.38,0.094,18.9,4.4
2022-07-13,46.38,0.086,19.1,4.0
2022-07-13,51.66,0.083,19.2,4.3
2022-07-13,54.66,0.079,19.1,4.3
2022-07-13,54.54,0.099,19.2,5.4
2022-07-13,47.15,0.1,19.1,4.7
2022-07-14,28.12,0.111,18.8,3.1
2022-07-14,32.55,0.103,18.6,3.4
2022-07-14,24.8,0.102,18.6,2.5
2022-07-14,20.25,0.08,17.7,1.6
2022-07-14,18.6,0.089,17.5,1.7
2022-07-14,23.7,0.103,16.5,2.4
2022-07-14,40.94,0.1,16.6,4.1
2022-07-14,49.18,0.09,17.3,4.4
2022-07-14,53.73,0.086,18.0,4.6
2022-07-14,53.82,0.079,18.1,4.3
2022-07-14,52.08,0.077,18.8,4.0
2022-07-14,47.11,0.094,19.0,4.4
2022-07-14,45.04,0.097,22.7,4.4
2022-07-14,42.6,0.1,23.3,4.3
2022-07-14,41.46,0.089,22.5,3.7
2022-07-14,42.6,0.088,23.5,3.7
2022-07-14,40.92,0.081,23.9,3.3
2022-07-14,40.46,0.076,21.9,3.1
2022-07-14,41.07,0.1,20.9,4.1
2022-07-14,42.6,0.099,16.7,4.2
2022-07-14,51.69,0.1,18.3,5.2
2022-07-14,49.4,0.088,18.0,4.3
2022-07-14,49.46,0.086,16.8,4.3
2022-07-14,41.68,0.08,16.2,3.3
2022-07-15,29.12,0.093,15.3,2.7
2022-07-15,19.85,0.114,14.3,2.3
2022-07-15,18.6,0.103,13.3,1.9
2022-07-15,16.47,0.091,12.5,1.5
2022-07-15,18.6,0.088,12.5,1.6
2022-07-15,21.91,0.085,11.9,1.9
2022-07-15,35.77,0.083,12.8,3.0
2022-07-15,50.21,0.097,15.1,4.9
2022-07-15,39.37,0.098,16.0,3.9
2022-07-15,46.46,0.089,17.0,4.1
2022-07-15,37.06,0.084,17.8,3.1
2022-07-15,32.54,0.088,17.9,2.9
2022-07-15,31.01,0.078,17.9,2.4
2022-07-15,37.4,0.094,18.3,3.5
2022-07-15,29.14,0.098,18.2,2.9
2022-07-15,36.98,0.099,18.9,3.7
2022-07-15,38.27,0.089,20.0,3.4
2022-07-15,30.9,0.088,18.8,2.7
2022-07-15,39.12,0.076,18.4,3.0
2022-07-15,46.45,0.085,18.9,3.9
2022-07-15,46.93,0.098,18.0,4.6
2022-07-15,48.04,0.098,17.2,4.7
2022-07-15,48.14,0.097,14.0,4.7
2022-07-15,39.78,0.091,11.7,3.6
2022-07-16,37.2,0.086,10.7,3.2
2022-07-16,29.76,0.078,10.0,2.3
2022-07-16,26.67,0.087,9.3,2.3
2022-07-16,23.28,0.098,9.4,2.3
2022-07-16,22.52,0.098,10.2,2.2
2022-07-16,20.46,0.101,11.3,2.1
2022-07-16,19.59,0.092,11.9,1.8
2022-07-16,17.9,0.07,12.9,1.3
2022-07-16,25.92,0.083,15.1,2.2
2022-07-16,25.11,0.09,16.6,2.3
2022-07-16,28.52,0.097,17.3,2.8
2022-07-16,34.07,0.085,19.5,2.9
2022-07-16,31.36,0.088,18.0,2.8
2022-07-16,30.86,0.089,16.4,2.7
2022-07-16,24.81,0.084,15.0,2.1
2022-07-16,28.53,0.086,15.8,2.5
2022-07-16,24.8,0.081,18.0,2.0
2022-07-16,23.81,0.547,18.1,13.0
2022-07-16,23.66,4.67,18.3,110.5
2022-07-16,22.7,3.996,17.0,90.7
2022-07-16,24.8,3.896,16.3,96.6
2022-07-16,30.04,3.175,16.0,95.4
2022-07-16,36.38,3.343,15.7,121.6
2022-07-16,30.27,1.834,14.8,55.5
2022-07-17,25.04,1.296,12.2,32.5
2022-07-17,19.94,0.121,10.0,2.4
2022-07-17,16.02,0.102,9.2,1.6
2022-07-17,14.15,0.1,8.2,1.4
2022-07-17,14.65,0.111,7.9,1.6
2022-07-17,13.87,0.114,8.0,1.6
2022-07-17,13.95,0.11,9.9,1.5
2022-07-17,18.26,0.083,10.6,1.5
2022-07-17,19.95,0.295,13.6,5.9
2022-07-17,20.48,0.69,16.7,14.1
2022-07-17,18.36,0.789,17.2,14.5
2022-07-17,17.9,0.263,15.2,4.7
2022-07-17,11.91,1.962,17.2,23.4
2022-07-17,16.03,1.361,16.9,21.8
2022-07-17,14.48,0.341,18.1,4.9
2022-07-17,14.59,0.132,19.6,1.9
2022-07-17,15.01,0.231,17.8,3.5
2022-07-17,15.27,0.259,17.2,4.0
2022-07-17,19.49,0.435,16.8,8.5
2022-07-17,21.56,0.389,14.8,8.4
2022-07-17,21.72,0.278,14.7,6.0
2022-07-17,21.04,0.277,14.5,5.8
2022-07-17,22.1,2.102,13.9,46.5
2022-07-17,21.68,4.482,13.7,97.2
2022-07-18,19.94,3.633,12.6,72.4
2022-07-18,17.54,0.945,12.5,16.6
2022-07-18,15.27,0.122,12.5,1.9
2022-07-18,12.25,0.105,12.4,1.3
2022-07-18,11.73,0.126,12.6,1.5
2022-07-18,12.45,0.125,12.3,1.6
2022-07-18,26.27,0.11,12.3,2.9
2022-07-18,33.38,0.093,13.7,3.1
2022-07-18,39.61,0.108,13.4,4.3
2022-07-18,40.79,0.325,14.1,13.3
2022-07-18,39.93,0.355,14.1,14.2
2022-07-18,34.9,0.17,14.6,5.9
2022-07-18,32.08,0.125,15.5,4.0
2022-07-18,35.33,0.124,15.9,4.4
2022-07-18,37.2,0.116,16.1,4.3
2022-07-18,34.96,0.102,16.0,3.6
2022-07-18,33.84,0.423,16.4,14.3
2022-07-18,33.23,0.292,15.1,9.7
2022-07-18,33.46,0.411,15.3,13.8
2022-07-18,40.04,0.452,16.0,18.1
2022-07-18,43.4,0.552,16.1,24.0
2022-07-18,40.92,0.353,15.6,14.4
2022-07-18,33.46,1.697,15.6,56.8
2022-07-18,26.53,2.773,15.6,73.6
2022-07-19,19.83,1.427,15.1,28.3
2022-07-19,19.82,0.404,14.8,8.0
2022-07-19,18.43,1.302,15.2,24.0
2022-07-19,15.14,0.128,14.2,1.9
2022-07-19,14.93,0.143,13.5,2.1
2022-07-19,15.65,0.144,13.3,2.3
2022-07-19,28.58,0.138,13.7,3.9
2022-07-19,34.11,0.115,14.3,3.9
2022-07-19,50.17,0.213,14.9,10.7
2022-07-19,48.37,0.36,13.8,17.4
2022-07-19,34.1,0.214,13.4,7.3
2022-07-19,34.1,0.337,14.4,11.5
2022-07-19,25.2,0.294,13.3,7.4
2022-07-19,24.8,0.213,14.7,5.3
2022-07-19,23.27,0.803,15.5,18.7
2022-07-19,22.67,1.094,16.5,24.8
2022-07-19,19.94,0.881,16.1,17.6
2022-07-19,20.56,0.529,16.3,10.9
2022-07-19,24.8,1.119,16.4,27.8
2022-07-19,28.13,0.596,16.7,16.8
2022-07-19,27.63,0.478,16.6,13.2
2022-07-19,22.23,0.412,16.7,9.2
2022-07-19,19.95,1.256,16.6,25.1
2022-07-19,19.57,3.388,16.5,66.3
2022-07-20,9.24,3.285,16.6,30.4
2022-07-20,6.42,1.22,16.6,7.8
2022-07-20,3.72,1.308,17.0,4.9
2022-07-20,2.59,0.13,17.3,0.3
2022-07-20,2.35,0.094,17.5,0.2
2022-07-20,2.3,0.122,17.6,0.3
2022-07-20,4.95,0.117,16.7,0.6
2022-07-20,14.49,0.084,16.3,1.2
2022-07-20,22.41,0.12,17.0,2.7
2022-07-20,23.44,0.311,17.2,7.3
2022-07-20,24.8,0.146,17.4,3.6
2022-07-20,22.96,0.162,17.3,3.7
2022-07-20,22.51,0.108,17.5,2.4
2022-07-20,23.91,0.296,17.7,7.1
2022-07-20,22.07,0.323,17.8,7.1
2022-07-20,20.19,0.589,17.9,11.9
2022-07-20,20.7,0.498,18.2,10.3
2022-07-20,24.8,0.316,18.3,7.8
2022-07-20,32.24,0.256,18.4,8.3
2022-07-20,40.76,1.503,18.7,61.3
2022-07-20,40.56,1.553,18.6,63.0
2022-07-20,32.25,0.337,18.3,10.9
2022-07-20,31.99,2.565,17.9,82.1
2022-07-20,28.75,3.42,17.5,98.3
2022-07-21,19.93,1.865,16.9,37.2
2022-07-21,20.81,0.149,16.5,3.1
2022-07-21,19.74,0.15,16.3,3.0
2022-07-21,6.98,0.112,9.4,0.8
2022-07-21,2.55,0.111,8.7,0.3
2022-07-21,2.08,0.17,9.0,0.4
2022-07-21,19.34,0.314,11.3,6.1
2022-07-21,21.82,0.195,13.4,4.3
2022-07-21,24.8,0.158,16.4,3.9
2022-07-21,35.62,0.166,18.9,5.9
2022-07-21,32.85,0.165,20.3,5.4
2022-07-21,35.56,0.109,22.0,3.9
2022-07-21,37.2,0.124,23.2,4.6
2022-07-21,37.18,0.392,24.7,14.6
2022-07-21,34.8,0.129,25.1,4.5
2022-07-21,26.66,0.102,24.9,2.7
2022-07-21,24.93,0.12,24.7,3.0
2022-07-21,30.5,0.153,24.9,4.7
2022-07-21,31.61,0.29,24.5,9.2
2022-07-21,36.28,0.932,25.0,33.8
